appliance_code,power_watts,duration_minutes,is_night,is_occupied,temp_setting,energy_kwh
0,11100.0,26,0,1,22.3,4.81
1,8154.545454545455,22,0,1,16.2,2.99
0,9780.0,20,1,1,22.6,3.26
4,6763.636363636364,22,0,1,18.4,2.48
0,1915.7894736842106,114,0,1,20.6,3.64
2,5771.428571428572,42,0,0,24.0,4.04
1,2242.3728813559323,118,1,1,16.7,4.41
0,2410.5263157894738,57,0,0,21.4,2.29
5,1806.6666666666667,90,1,0,23.1,2.71
0,2634.782608695652,69,0,1,21.0,3.03
2,1794.915254237288,118,1,0,22.0,3.53
2,1836.923076923077,65,1,0,20.7,1.99
3,2629.090909090909,110,0,1,15.2,4.82
2,456.0,50,0,1,17.6,0.38
0,1436.0655737704917,61,0,0,21.5,1.46
5,3342.8571428571427,77,1,1,24.6,4.29
0,4314.893617021276,47,1,1,15.1,3.38
0,3745.4545454545455,33,0,0,21.7,2.06
3,1939.2857142857142,56,0,0,22.6,1.81
1,1626.6666666666667,90,1,1,15.7,2.44
2,11440.0,15,0,0,16.7,2.86
5,16905.882352941175,17,1,1,22.7,4.79
4,467.79661016949154,59,0,1,15.3,0.46
1,393.1034482758621,58,0,1,15.4,0.38
2,12160.0,15,1,0,23.1,3.04
2,2343.529411764706,85,0,1,18.0,3.32
2,1049.9999999999998,116,0,0,19.2,2.03
1,2965.714285714286,35,1,0,16.7,1.73
0,4120.0,30,1,0,20.8,2.06
0,1194.4444444444443,108,0,1,16.9,2.15
3,12933.333333333334,9,0,1,23.1,1.94
2,300.0,86,1,0,16.0,0.43
5,854.5454545454545,66,1,1,20.2,0.94
4,15200.0,15,0,0,22.7,3.8
1,624.0,50,1,1,17.9,0.52
1,2252.9411764705883,102,0,1,22.0,3.83
5,622.2222222222222,81,1,0,24.3,0.84
1,644.4444444444445,108,0,0,18.8,1.16
3,1962.857142857143,70,0,0,20.6,2.29
2,2850.0,64,1,1,24.8,3.04
5,3057.1428571428573,63,0,1,19.7,3.21
5,11100.0,14,0,1,18.4,2.59
5,3857.1428571428573,21,0,1,15.8,1.35
1,409.7560975609756,41,1,0,17.7,0.28
4,133500.0,2,1,1,21.3,4.45
0,91200.0,3,0,1,17.8,4.56
0,23850.0,4,0,0,22.6,1.59
0,1026.0869565217392,69,0,1,18.1,1.18
5,7126.829268292683,41,1,0,19.3,4.87
0,2704.6153846153848,65,0,1,20.8,2.93
3,1121.7391304347825,115,0,1,19.9,2.15
0,1500.0,42,1,1,17.5,1.05
2,5442.857142857143,14,1,1,23.7,1.27
4,12742.857142857143,21,0,1,18.4,4.46
1,3470.769230769231,65,0,0,16.9,3.76
0,335.29411764705884,34,1,0,15.7,0.19
4,1336.3636363636363,22,0,1,24.8,0.49
3,4542.857142857143,7,1,0,24.7,0.53
5,19984.615384615383,13,1,0,16.5,4.33
4,6899.999999999999,36,1,0,21.5,4.14
2,320.93023255813955,43,0,1,20.7,0.23
1,145200.0,2,1,0,24.8,4.84
5,1531.578947368421,114,0,1,19.2,2.91
5,4132.258064516129,62,0,0,20.1,4.27
2,10684.615384615385,26,0,0,21.3,4.63
3,1671.4285714285713,70,1,1,19.2,1.95
5,2134.6153846153848,52,0,0,15.7,1.85
0,1480.6451612903227,62,0,1,16.4,1.53
3,7875.0,16,1,1,17.6,2.1
0,2313.0434782608695,69,1,0,24.5,2.66
4,3721.6216216216217,74,0,0,21.1,4.59
4,2514.0000000000005,100,0,1,18.6,4.19
4,5231.25,32,0,1,15.1,2.79
3,1428.2608695652175,92,0,0,15.4,2.19
2,487.5,16,1,0,16.2,0.13
2,2612.4999999999995,48,0,0,16.7,2.09
0,18818.18181818182,11,1,0,17.2,3.45
4,2244.705882352941,85,1,1,24.0,3.18
4,2782.608695652174,69,0,0,19.8,3.2
3,2742.0,100,0,0,24.7,4.57
2,2232.0,75,0,0,19.5,2.79
4,2387.7551020408164,98,1,1,24.3,3.9
1,2560.0,45,1,0,20.1,1.92
1,300.0,26,1,1,19.9,0.13
4,2866.6666666666665,63,0,1,20.6,3.01
4,1300.0,102,0,0,16.0,2.21
5,4045.16129032258,31,1,1,22.1,2.09
5,854.3478260869565,92,0,1,15.8,1.31
4,7057.142857142857,21,0,0,19.6,2.47
2,1172.7272727272727,66,1,1,22.3,1.29
4,5807.142857142857,28,1,0,15.6,2.71
1,1626.3157894736842,76,0,1,24.1,2.06
2,1389.4736842105262,76,1,1,23.6,1.76
5,2269.879518072289,83,0,0,15.2,3.14
3,2506.7796610169494,118,0,1,20.9,4.93
4,6406.451612903225,31,1,1,19.3,3.31
4,3564.705882352941,51,0,1,24.7,3.03
1,1897.4358974358975,117,1,0,18.6,3.7
0,7620.0,10,0,1,22.3,1.27
3,697.1428571428571,105,0,1,18.8,1.22
4,1125.8426966292134,89,1,0,23.1,1.67
0,1690.909090909091,44,0,0,15.9,1.24
1,3720.0,40,1,1,24.7,2.48
0,3457.8947368421054,76,1,0,21.5,4.38
5,8330.76923076923,26,0,0,24.5,3.61
2,1670.4545454545455,88,0,0,18.7,2.45
2,554.6218487394958,119,0,0,22.2,1.1
2,2482.051282051282,117,0,0,19.6,4.84
4,1279.646017699115,113,0,0,22.0,2.41
0,2071.153846153846,104,0,0,23.4,3.59
0,6400.0,24,0,0,16.7,2.56
4,3225.0,88,0,1,15.5,4.73
1,2024.0,75,1,0,20.1,2.53
2,1025.4545454545455,110,1,0,23.7,1.88
4,2880.0,60,1,1,16.8,2.88
4,6584.210526315789,38,0,0,18.0,4.17
4,16371.42857142857,7,1,0,19.6,1.91
3,560.0,90,0,0,16.3,0.84
4,1542.857142857143,98,0,1,22.3,2.52
1,83700.0,2,0,1,19.3,2.79
2,2591.2087912087914,91,0,0,21.6,3.93
2,566.6666666666666,90,1,0,18.6,0.85
4,2288.0,75,1,0,17.8,2.86
1,5009.302325581395,43,1,0,21.0,3.59
3,5100.0,16,1,1,22.4,1.36
0,673.6842105263158,114,0,0,24.4,1.28
2,2880.0000000000005,45,0,0,17.8,2.16
3,211.76470588235293,85,1,0,19.4,0.3
4,721.875,64,0,0,18.1,0.77
1,10371.42857142857,28,1,1,15.7,4.84
5,3686.842105263158,76,0,1,24.9,4.67
2,1912.0,75,0,0,16.3,2.39
5,7833.333333333333,18,0,0,21.0,2.35
0,4085.1063829787236,47,0,1,22.1,3.2
2,900.0000000000001,18,0,0,21.3,0.27
4,2021.7391304347825,92,0,1,23.5,3.1
2,124.13793103448276,116,1,0,18.6,0.24
4,523.6363636363636,55,1,1,16.6,0.48
4,5533.333333333333,18,1,0,21.8,1.66
1,3647.0588235294117,51,1,0,18.6,3.1
3,2213.7931034482763,116,0,1,22.5,4.28
1,600.0,90,0,0,24.4,0.9
5,4963.636363636364,55,1,0,20.7,4.55
0,2763.6363636363635,33,0,0,24.8,1.52
5,1396.875,64,0,1,23.7,1.49
2,3270.3296703296705,91,1,0,20.9,4.96
1,2078.5714285714284,28,0,0,24.4,0.97
0,2596.551724137931,58,0,0,22.4,2.51
1,1688.888888888889,108,1,1,17.9,3.04
5,4518.75,32,0,1,15.6,2.41
5,1772.7272727272727,88,0,1,19.7,2.6
5,1886.4864864864865,111,0,0,15.3,3.49
1,240.0,65,0,0,22.5,0.26
0,534.2465753424658,73,0,0,17.3,0.65
3,16588.235294117647,17,0,1,20.4,4.7
4,8528.57142857143,14,0,0,24.2,1.99
4,3311.5384615384614,52,0,1,15.5,2.87
0,832.6530612244898,49,0,1,19.4,0.68
1,712.5,32,0,1,24.0,0.38
2,6391.304347826087,46,0,0,19.6,4.9
4,385.7142857142857,56,1,1,17.1,0.36
3,1960.0,90,1,1,22.5,2.94
3,8427.272727272728,22,0,0,24.2,3.09
1,354.2857142857143,105,1,1,17.1,0.62
2,1768.421052631579,57,0,0,15.7,1.68
4,3707.1428571428573,56,0,1,20.9,3.46
5,971.1864406779661,118,0,0,21.9,1.91
5,3523.076923076923,78,1,0,19.4,4.58
1,2527.2727272727275,33,0,1,18.1,1.39
0,1056.338028169014,71,0,1,16.1,1.25
1,101.69491525423729,59,0,1,15.3,0.1
0,1150.0,24,0,0,21.0,0.46
4,853.8461538461538,104,1,1,19.6,1.48
2,744.4444444444445,54,1,0,16.4,0.67
1,7461.538461538462,39,1,0,17.2,4.85
2,5037.500000000001,48,0,0,24.2,4.03
3,2270.2702702702704,111,1,0,21.7,4.2
2,21230.76923076923,13,0,1,17.5,4.6
4,2326.530612244898,49,1,0,19.7,1.9
4,6290.322580645161,31,1,0,20.6,3.25
1,1708.9285714285713,112,0,0,22.8,3.19
1,777.2727272727273,88,0,1,16.6,1.14
3,10480.0,15,1,0,22.3,2.62
1,2086.046511627907,86,1,0,22.6,2.99
4,4956.521739130435,23,0,0,21.9,1.9
2,2700.0,22,1,1,24.7,0.99
5,920.3883495145631,103,1,1,21.3,1.58
3,8300.0,36,0,1,18.2,4.98
3,3364.285714285714,28,1,0,21.2,1.57
3,172800.0,1,1,0,23.2,2.88
5,1400.0,75,1,0,16.8,1.75
0,1846.1538461538462,26,0,0,21.2,0.8
0,48750.0,4,0,1,20.8,3.25
1,1033.0434782608695,115,0,0,18.0,1.98
0,2326.315789473684,57,1,1,24.4,2.21
1,1954.639175257732,97,0,1,20.2,3.16
2,5986.95652173913,46,0,0,16.4,4.59
2,191.48936170212767,47,0,1,20.3,0.15
1,718.8679245283018,106,0,0,21.5,1.27
5,2247.368421052631,114,1,1,15.1,4.27
2,769.2307692307693,117,0,1,16.0,1.5
1,23550.0,4,1,1,16.8,1.57
2,3114.2857142857147,21,0,1,22.6,1.09
3,7100.0,24,0,1,23.3,2.84
2,271.79487179487177,117,0,0,22.3,0.53
1,368.42105263157896,114,0,0,24.4,0.7
0,1200.0,98,0,0,18.2,1.96
0,2669.387755102041,49,0,0,17.0,2.18
3,2951.0204081632655,98,0,0,19.3,4.82
5,6165.95744680851,47,0,1,21.9,4.83
0,1296.7741935483868,93,0,1,17.7,2.01
4,1539.1304347826087,69,0,1,19.3,1.77
1,3275.409836065574,61,0,0,22.9,3.33
1,11040.0,20,0,0,20.0,3.68
5,2359.4594594594596,74,0,0,21.4,2.91
2,4550.0,36,1,1,19.6,2.73
0,1328.5714285714287,28,1,1,20.4,0.62
1,1890.909090909091,66,1,0,17.1,2.08
0,745.054945054945,91,0,1,23.7,1.13
2,5740.909090909091,44,0,1,23.0,4.21
3,5700.0,4,1,0,21.3,0.38
1,1272.7272727272727,99,1,1,20.9,2.1
2,43200.00000000001,6,0,0,15.4,4.32
0,14499.999999999998,18,0,0,17.3,4.35
3,2992.682926829268,82,0,0,24.6,4.09
3,814.9253731343283,67,0,0,19.1,0.91
3,4466.666666666667,36,1,1,18.8,2.68
4,4088.5714285714284,70,1,0,19.7,4.77
5,1767.391304347826,92,0,1,15.9,2.71
1,2776.470588235294,51,0,0,22.5,2.36
0,1805.3097345132744,113,0,0,18.9,3.4
5,4050.0000000000005,16,1,1,23.8,1.08
5,30300.0,2,0,1,24.9,1.01
0,2208.849557522124,113,1,0,22.8,4.16
1,5226.315789473684,38,1,1,15.7,3.31
3,2086.4864864864867,111,0,0,18.4,3.86
1,1208.955223880597,67,0,0,24.6,1.35
5,1650.0,112,1,0,18.2,3.08
1,268.9655172413793,29,1,1,16.7,0.13
0,1655.1724137931035,116,0,0,16.6,3.2
4,4800.0,60,0,1,17.0,4.8
0,1285.7142857142858,35,0,0,21.8,0.75
1,2520.0,50,0,0,17.5,2.1
4,1580.7692307692307,104,0,0,19.2,2.74
3,1686.7924528301887,106,0,1,24.7,2.98
3,2716.3636363636365,55,0,0,15.0,2.49
4,8353.846153846154,13,0,1,21.3,1.81
0,99000.0,1,0,0,19.7,1.65
2,1800.0,68,0,1,20.2,2.04
3,817.0212765957447,47,0,1,18.3,0.64
3,857.1428571428571,28,1,1,20.0,0.4
5,6471.428571428572,42,0,0,20.1,4.53
0,3872.7272727272725,44,0,0,24.1,2.84
0,1528.301886792453,53,0,1,22.4,1.35
3,1823.076923076923,52,1,1,24.3,1.58
4,253800.00000000003,1,1,0,16.3,4.23
2,1493.0232558139537,43,1,0,17.9,1.07
0,788.5714285714286,105,1,1,23.1,1.38
2,1392.0,75,0,1,19.7,1.74
2,5930.7692307692305,26,0,1,19.3,2.57
0,3280.6451612903224,62,0,1,16.5,3.39
1,7235.294117647058,17,0,0,19.0,2.05
1,419.41747572815535,103,0,0,18.3,0.72
5,28000.0,6,0,0,22.3,2.8
0,1630.7692307692307,78,1,0,21.1,2.12
5,194400.0,1,0,1,22.0,3.24
2,265.97938144329896,97,1,1,15.2,0.43
2,3678.9473684210525,38,0,1,20.6,2.33
3,2826.923076923077,52,1,1,17.7,2.45
1,2092.3076923076924,39,1,0,19.9,1.36
4,12200.0,6,0,0,18.4,1.22
1,13552.941176470587,17,1,1,18.2,3.84
5,3050.0,36,0,1,22.8,1.83
5,3742.8571428571427,42,1,1,20.7,2.62
1,8223.529411764706,34,1,0,23.9,4.66
4,2417.3076923076924,104,1,1,17.5,4.19
1,368.75,96,0,1,16.5,0.59
2,1764.7058823529412,102,0,0,24.3,3.0
3,3422.7272727272725,44,1,1,21.6,2.51
1,2400.0,17,1,0,15.5,0.68
1,2343.9252336448594,107,0,0,16.3,4.18
1,615.3846153846154,39,1,1,17.8,0.4
0,6309.677419354839,31,0,1,19.5,3.26
2,537.6623376623377,77,0,0,24.0,0.69
3,15600.0,18,1,1,15.0,4.68
2,630.0,100,1,1,21.8,1.05
2,2715.7894736842104,76,1,0,20.9,3.44
1,9991.304347826086,23,1,0,15.9,3.83
1,156.52173913043478,46,0,1,17.8,0.12
4,1624.2424242424242,99,0,1,18.4,2.68
0,128099.99999999999,2,0,0,18.9,4.27
5,16380.0,10,0,1,17.4,2.73
3,16200.000000000002,2,1,0,17.3,0.54
3,1339.0243902439024,82,0,0,18.5,1.83
0,746.0869565217391,115,0,1,21.0,1.43
2,167.21311475409837,61,0,0,19.4,0.17
3,11100.0,4,0,0,22.7,0.74
0,579.4871794871794,117,0,0,21.1,1.13
5,6430.76923076923,39,1,0,20.9,4.18
4,2651.0204081632655,98,1,0,16.8,4.33
5,3993.103448275862,58,0,0,16.2,3.86
2,1542.857142857143,77,0,1,23.4,1.98
5,221.84873949579833,119,1,0,20.8,0.44
1,1934.2105263157894,76,0,1,22.9,2.45
4,2618.181818181818,22,1,0,15.7,0.96
1,8560.000000000002,30,0,0,16.1,4.28
3,20925.0,8,0,1,16.2,2.79
2,1247.0588235294117,51,1,0,21.5,1.06
3,1289.1089108910892,101,0,0,17.2,2.17
0,6306.666666666667,45,0,0,18.6,4.73
1,2517.391304347826,92,0,0,16.6,3.86
2,1040.8163265306123,49,1,1,20.6,0.85
5,1505.4545454545455,110,0,1,21.9,2.76
0,809.3023255813954,86,1,1,16.9,1.16
4,5658.823529411765,51,1,1,22.0,4.81
3,2880.0,5,0,1,23.3,0.24
0,3800.0,30,0,1,17.6,1.9
3,3402.631578947368,76,0,1,15.8,4.31
3,1654.368932038835,103,0,1,18.2,2.84
3,18000.0,15,0,0,21.7,4.5
3,646.1538461538462,52,0,1,17.4,0.56
4,5960.869565217391,46,1,0,18.0,4.57
0,3909.375,64,1,1,20.7,4.17
3,4923.076923076923,39,1,1,24.8,3.2
5,1715.625,64,0,1,19.9,1.83
0,1380.0,60,0,1,15.5,1.38
1,9900.0,18,0,1,24.4,2.97
0,739.2857142857143,112,1,0,17.3,1.38
2,16569.23076923077,13,1,0,21.9,3.59
2,579.3103448275862,29,1,0,19.2,0.28
3,2363.265306122449,98,0,1,22.9,3.86
0,2592.4528301886794,106,0,0,16.4,4.58
5,588.0,100,1,1,24.7,0.98
2,1375.7575757575758,99,1,1,17.4,2.27
5,1025.3164556962026,79,0,0,24.4,1.35
2,2334.6534653465346,101,0,0,19.5,3.93
3,4036.3636363636365,33,1,1,17.2,2.22
3,445.54455445544556,101,1,0,20.5,0.75
4,8950.0,24,1,1,22.5,3.58
5,2615.3846153846152,39,1,1,21.2,1.7
1,3392.8571428571427,84,1,1,21.6,4.75
5,1702.0408163265306,49,0,0,21.5,1.39
5,3330.0,20,0,1,17.4,1.11
0,816.3934426229508,61,1,1,22.1,0.83
3,1227.6923076923076,65,0,0,15.9,1.33
1,2275.0,24,0,0,22.8,0.91
2,2476.923076923077,78,0,1,16.9,3.22
4,33000.0,5,1,0,21.0,2.75
1,3569.491525423729,59,1,0,18.8,3.51
4,7380.0,30,0,0,18.6,3.69
4,1037.837837837838,111,0,0,17.7,1.92
2,207.14285714285714,84,1,0,20.0,0.29
5,708.3333333333334,72,0,0,16.9,0.85
0,8896.551724137931,29,1,0,17.9,4.3
5,4069.5652173913045,46,0,1,17.9,3.12
1,29700.0,10,0,1,20.8,4.95
5,1929.032258064516,93,1,0,24.1,2.99
1,4406.896551724138,29,1,0,20.3,2.13
2,2263.6363636363635,66,0,0,22.0,2.49
1,25500.0,2,0,0,17.3,0.85
3,2057.1428571428573,105,0,0,19.4,3.6
5,1556.5217391304348,69,0,0,16.2,1.79
3,42150.0,4,1,0,18.9,2.81
5,114600.0,2,1,0,21.3,3.82
2,723.8095238095239,63,0,0,15.4,0.76
3,6882.35294117647,34,0,1,19.6,3.9
3,1508.5714285714287,105,1,0,24.1,2.64
2,162.96296296296296,81,0,0,24.2,0.22
5,1558.7628865979382,97,0,0,15.4,2.52
5,3600.0,7,1,0,19.6,0.42
1,1088.888888888889,81,0,1,20.0,1.47
4,3212.3076923076924,65,1,1,23.1,3.48
4,296.8421052631579,95,0,1,18.5,0.47
4,1177.5,80,1,0,24.0,1.57
2,2722.58064516129,93,1,1,19.5,4.22
0,1513.0434782608695,46,0,0,15.7,1.16
4,4880.0,45,1,1,24.6,3.66
3,1418.1818181818182,11,1,1,21.1,0.26
5,966.2337662337662,77,0,1,20.6,1.24
5,3600.0,54,0,0,21.1,3.24
0,647.0588235294117,102,0,1,21.6,1.1
1,10100.0,12,1,0,20.2,2.02
1,1864.2857142857142,84,0,0,18.0,2.61
5,132.0,50,0,1,23.8,0.11
4,1337.5000000000002,96,0,0,17.7,2.14
2,61050.00000000001,4,1,0,18.7,4.07
4,4608.0,25,0,0,15.6,1.92
1,4740.0,50,1,0,25.0,3.95
0,10162.5,16,0,1,15.7,2.71
3,2964.179104477612,67,0,1,22.2,3.31
5,2859.183673469388,98,1,1,23.4,4.67
2,1358.8235294117646,102,0,1,15.4,2.31
0,278.57142857142856,112,1,1,22.9,0.52
3,1143.3962264150944,106,0,1,21.9,2.02
5,4440.0,30,0,1,22.4,2.22
5,1512.6050420168067,119,0,1,24.2,3.0
0,885.0,80,0,0,24.3,1.18
2,9206.25,32,0,1,16.9,4.91
3,31133.333333333332,9,0,1,21.2,4.67
5,2725.3012048192772,83,0,0,16.0,3.77
3,2378.1818181818185,110,1,1,24.6,4.36
2,1200.0,8,0,0,16.4,0.16
2,3515.625,64,0,1,15.4,3.75
4,1852.1739130434783,115,1,1,15.6,3.55
0,1219.1489361702127,94,0,0,16.1,1.91
0,846.1538461538462,39,1,0,24.0,0.55
0,5178.9473684210525,19,0,1,25.0,1.64
1,1461.111111111111,108,0,0,22.8,2.63
0,6900.0,4,1,1,19.7,0.46
1,135.2941176470588,102,0,1,20.5,0.23
2,1462.18487394958,119,0,1,16.8,2.9
0,3654.5454545454545,77,0,1,17.9,4.69
2,308.25688073394497,109,1,1,23.7,0.56
3,6847.058823529412,34,1,0,24.0,3.88
3,750.0,24,1,0,19.1,0.3
5,11452.173913043478,23,1,0,19.2,4.39
4,4725.0,16,1,0,15.4,1.26
5,2783.132530120482,83,1,0,16.6,3.85
3,2797.590361445783,83,0,1,22.1,3.87
2,3365.8536585365855,41,0,0,16.3,2.3
4,2114.0186915887853,107,1,1,17.7,3.77
2,2280.0,105,0,0,18.7,3.99
4,772.8813559322034,118,0,1,16.6,1.52
2,26072.727272727272,11,1,0,16.9,4.78
4,680.0,45,1,1,15.9,0.51
2,2618.181818181818,22,0,1,21.2,0.96
1,6416.666666666667,36,1,1,23.8,3.85
1,2933.3333333333335,81,1,1,23.0,3.96
0,10007.142857142857,28,1,0,15.9,4.67
1,1072.9411764705883,85,1,0,18.6,1.52
1,5340.0,50,0,1,15.0,4.45
1,1040.8163265306123,98,0,0,17.8,1.7
4,1293.7499999999998,96,1,0,23.3,2.07
0,2328.5714285714284,42,0,0,23.8,1.63
0,202.0408163265306,98,1,1,17.4,0.33
4,4962.5,48,0,0,20.6,3.97
1,1903.448275862069,116,1,0,22.7,3.68
3,2181.0810810810813,74,0,0,15.6,2.69
4,30240.0,5,1,1,16.8,2.52
1,5782.978723404255,47,0,1,18.5,4.53
5,1418.6440677966102,118,0,1,18.9,2.79
1,879.0697674418604,86,0,0,17.7,1.26
0,1641.7582417582419,91,1,1,21.7,2.49
5,3487.5,80,1,1,15.6,4.65
0,10050.0,28,1,0,24.5,4.69
3,6600.0,6,0,0,19.0,0.66
5,1178.7610619469026,113,1,0,19.2,2.22
0,4117.241379310345,29,0,1,19.4,1.99
3,43600.00000000001,3,1,0,21.3,2.18
5,1395.9183673469388,98,1,0,23.6,2.28
4,2464.285714285714,28,1,1,18.9,1.15
2,2245.8715596330276,109,0,0,16.6,4.08
4,2752.173913043478,46,0,1,20.2,2.11
3,146400.0,2,0,1,20.1,4.88
0,1182.3529411764705,34,1,1,21.8,0.67
5,6971.428571428572,42,0,1,24.2,4.88
0,1344.4444444444443,108,1,1,23.8,2.42
2,998.2758620689655,116,0,1,24.2,1.93
2,826.3157894736842,114,0,1,23.7,1.57
2,476.9230769230769,39,0,1,23.0,0.31
5,1666.6666666666667,99,0,1,18.7,2.75
1,733.3333333333334,81,0,0,24.1,0.99
2,96.7741935483871,93,0,0,24.8,0.15
0,1017.8571428571429,56,1,0,19.3,0.95
2,5250.0,36,0,1,24.0,3.15
5,1173.9130434782608,69,1,1,15.3,1.35
0,180.0,100,0,0,24.6,0.3
1,1187.5,96,0,0,21.2,1.9
1,634.2857142857143,105,0,1,18.3,1.11
4,2582.608695652174,46,0,0,24.5,1.98
3,2369.230769230769,39,0,0,15.7,1.54
0,774.1935483870968,31,0,1,23.9,0.4
1,16350.000000000002,16,0,0,17.8,4.36
3,4458.823529411765,51,1,0,22.4,3.79
3,2122.3880597014927,67,0,0,18.1,2.37
4,1661.111111111111,108,0,0,23.6,2.99
0,715.9663865546219,119,1,1,17.6,1.42
5,1097.560975609756,82,0,0,24.9,1.5
1,6283.333333333333,36,0,0,17.5,3.77
1,1914.2857142857142,84,1,0,18.6,2.68
4,5100.0,42,0,1,19.5,3.57
2,69200.0,3,0,0,22.6,3.46
2,87600.0,3,0,1,24.2,4.38
4,56700.0,2,0,1,18.9,1.89
1,658.3333333333334,72,1,1,18.0,0.79
3,4101.639344262295,61,0,0,19.6,4.17
4,2028.0,100,1,1,24.0,3.38
3,2520.0,95,1,1,18.8,3.99
1,2374.6478873239435,71,0,0,22.1,2.81
4,1539.7590361445782,83,0,0,24.7,2.13
3,3900.0,46,0,0,18.5,2.99
0,2710.714285714286,56,0,1,16.2,2.53
3,3390.4761904761904,63,1,0,18.8,3.56
3,694.7368421052631,95,0,0,15.8,1.1
1,1408.6956521739132,23,0,1,15.1,0.54
1,10066.666666666666,18,1,0,22.7,3.02
5,2263.366336633663,101,0,0,15.7,3.81
5,11894.117647058823,17,0,0,24.6,3.37
4,1888.2352941176473,34,1,1,22.9,1.07
5,140700.0,2,0,0,16.2,4.69
2,2825.8064516129034,93,0,1,17.6,4.38
1,522.8571428571429,70,0,1,21.6,0.61
5,943.75,96,1,0,16.3,1.51
5,1675.4716981132076,106,1,0,18.6,2.96
5,3459.574468085106,47,0,0,24.9,2.71
0,351.7241379310345,116,1,0,21.9,0.68
4,1018.348623853211,109,1,0,17.2,1.85
2,1392.2330097087379,103,0,1,16.4,2.39
4,1215.0,40,0,1,16.8,0.81
5,16938.46153846154,13,1,1,15.1,3.67
0,6335.294117647059,34,1,1,20.7,3.59
5,5860.0,30,1,1,21.2,2.93
2,502.5,80,1,1,19.5,0.67
5,3941.6666666666665,72,0,0,21.1,4.73
1,79.59183673469387,98,0,0,16.1,0.13
3,29100.0,8,0,1,20.6,3.88
0,3818.181818181818,44,1,1,17.6,2.8
2,800.0000000000001,81,0,0,20.4,1.08
2,1787.3684210526317,95,0,0,17.0,2.83
3,3918.3673469387754,49,1,1,19.3,3.2
5,8131.0344827586205,29,0,0,15.8,3.93
1,776.4705882352941,17,1,0,24.2,0.22
1,2173.5849056603774,106,0,0,19.1,3.84
3,1527.2727272727273,88,1,0,18.4,2.24
0,3395.121951219512,41,1,1,22.8,2.32
2,1267.9245283018868,53,0,1,15.2,1.12
5,503.2258064516129,31,1,0,18.9,0.26
3,2854.285714285714,70,1,1,17.4,3.33
2,61000.0,3,1,0,19.3,3.05
5,2970.731707317073,82,0,1,22.1,4.06
3,4200.0,70,1,1,24.9,4.9
3,35775.0,8,1,0,18.6,4.77
1,10661.538461538461,13,0,1,15.0,2.31
4,5600.0,6,0,1,16.9,0.56
5,1606.7796610169491,118,0,0,16.7,3.16
0,5090.909090909091,33,0,1,22.7,2.8
2,2769.230769230769,26,0,1,22.4,1.2
5,2432.876712328767,73,0,0,24.5,2.96
5,219.5121951219512,41,0,1,18.9,0.15
1,776.4705882352941,68,1,1,15.1,0.88
4,1476.923076923077,78,0,0,24.8,1.92
1,310.3448275862069,87,1,1,24.6,0.45
1,5500.0,54,0,0,16.1,4.95
5,2304.201680672269,119,1,1,17.4,4.57
4,4500.0,24,1,0,21.1,1.8
3,3814.285714285714,42,1,1,23.6,2.67
0,2078.8732394366198,71,0,0,22.7,2.46
1,2203.6363636363635,110,1,0,15.3,4.04
5,2304.0,100,0,1,21.2,3.84
3,6066.666666666667,36,1,1,15.1,3.64
2,13350.0,20,1,0,17.8,4.45
4,298200.0,1,1,0,19.2,4.97
3,4653.658536585366,41,1,1,18.8,3.18
4,3184.0,75,0,0,23.3,3.98
0,12375.0,16,0,1,19.8,3.3
2,3207.1428571428573,84,1,1,22.1,4.49
1,2448.2758620689656,87,0,1,15.8,3.55
5,4042.8571428571427,42,0,1,16.1,2.83
1,1713.2530120481927,83,1,1,20.0,2.37
4,1123.8095238095239,63,1,1,18.1,1.18
4,5648.780487804878,41,1,0,22.8,3.86
1,407.14285714285717,84,0,1,19.5,0.57
1,17400.0,10,0,0,21.4,2.9
0,7745.454545454545,22,1,0,23.3,2.84
1,1690.909090909091,88,1,0,15.2,2.48
5,1022.2222222222222,54,1,0,24.1,0.92
3,745.4545454545455,33,0,0,23.8,0.41
5,2022.680412371134,97,1,0,24.8,3.27
2,351.7241379310345,87,0,0,22.7,0.51
3,1670.967741935484,93,1,0,22.4,2.59
1,3034.090909090909,88,0,0,16.4,4.45
5,2034.375,64,0,0,19.7,2.17
5,1016.6666666666666,72,0,1,19.4,1.22
4,1920.0,85,1,1,18.0,2.72
5,4159.322033898305,59,0,1,24.0,4.09
2,8920.0,30,0,0,17.6,4.46
1,2427.5862068965516,87,0,0,15.6,3.52
3,829.2134831460675,89,0,1,18.8,1.23
2,8110.3448275862065,29,0,1,24.4,3.92
0,681.8181818181819,88,1,1,22.7,1.0
1,4350.0,40,0,1,24.4,2.9
3,2494.1176470588234,102,0,1,16.0,4.24
2,3101.2987012987014,77,0,0,23.4,3.98
5,1665.4205607476636,107,0,0,24.5,2.97
2,2283.0508474576272,118,1,1,24.6,4.49
0,1258.695652173913,92,1,1,18.3,1.93
2,7743.75,32,1,0,19.7,4.13
2,3757.1428571428573,42,0,1,20.0,2.63
5,2664.864864864865,111,0,0,16.0,4.93
5,3296.0,75,0,1,16.2,4.12
3,1137.9310344827586,87,0,0,19.3,1.65
4,2607.1428571428573,84,0,0,15.6,3.65
1,561.9047619047619,63,0,0,19.1,0.59
